region,income_bracket,caste_category,credit_score,approved,model_prediction
Urban,Mid,SC,654.778832286945,1,1
Rural,Mid,General,675.0236194851484,1,0
Urban,High,General,700.1932311133337,1,1
Urban,High,SC,770.8469139232805,1,1
Rural,Low,General,711.595768959008,0,0
Urban,Low,ST,715.5751539783093,1,1
Urban,Mid,ST,599.7253291417472,0,0
Urban,Mid,ST,645.5883969290969,1,1
Urban,Mid,General,676.1962650515834,1,1
Urban,Mid,OBC,762.7301612421486,1,1
Urban,High,SC,712.5667962296828,1,1
Rural,Mid,OBC,635.421279891526,0,0
Urban,High,ST,851.7959714343535,1,1
Rural,Mid,General,646.8751031855588,0,0
Urban,Mid,ST,610.910807909325,0,1
Urban,Mid,OBC,651.351413324761,1,0
Rural,Mid,OBC,630.7862873171091,0,0
Urban,Mid,SC,612.4827722234512,0,1
Urban,High,General,587.3009232572863,0,0
Rural,Low,ST,631.0249436009822,0,0
Urban,High,General,779.2501290963583,1,1
Urban,Mid,ST,606.9864900530613,0,0
Urban,High,SC,671.6959001992003,1,1
Rural,Mid,OBC,528.29584947029,0,0
Urban,Mid,General,776.208327061532,1,1
Urban,Mid,General,608.5776216558494,0,0
Urban,Mid,General,847.2980043995406,1,1
Urban,High,General,640.0336825030413,1,0
Urban,High,General,575.6038542362514,0,0
Rural,Mid,OBC,687.5689071591928,1,1
Rural,Low,ST,642.8016124779433,0,0
Rural,Mid,General,533.9393162908375,0,0
Urban,Low,ST,513.4739574804247,0,0
Urban,High,General,637.4320323083774,1,1
Urban,Mid,SC,655.1142907079071,1,1
Urban,Mid,ST,660.0416572579112,1,1
Urban,Low,OBC,702.8722577396725,1,1
Urban,Mid,SC,587.995062806416,0,0
Urban,High,SC,704.0233076337844,1,1
Urban,Low,SC,544.6851750098424,0,0
Urban,High,ST,611.4129916085618,0,0
Urban,Mid,ST,539.8182497169798,0,0
Urban,Low,OBC,636.8893558031982,1,0
Rural,Mid,ST,614.1148522287756,0,0
Urban,Low,General,580.5248712746923,0,0
Rural,Mid,ST,739.212706090991,1,1
Urban,Mid,General,759.89336684356,1,1
Urban,High,ST,601.5597565761992,0,0
Urban,Low,ST,724.4170826476786,1,1
Urban,Low,SC,717.6409573973513,1,1
Urban,Mid,ST,529.5331767608288,0,0
Urban,Mid,ST,681.3339562822467,1,1
Urban,Mid,OBC,675.2521014871395,1,1
Urban,High,General,770.1935842904709,1,1
Urban,Low,General,655.972630993127,1,1
Rural,Mid,OBC,708.1708397697649,1,0
Rural,Mid,SC,640.1786116219885,0,0
Rural,Low,OBC,776.1412448719143,1,1
Urban,High,General,620.5916742305758,1,1
Rural,High,ST,696.717464935377,1,1
Rural,Mid,General,542.6240068073473,0,0
Rural,Low,SC,705.1961683419728,0,1
Urban,Mid,SC,572.7264269796016,0,0
Rural,Mid,SC,757.0634829407966,1,1
Urban,Mid,OBC,649.350689337408,1,1
Rural,Mid,General,555.3165678647595,0,0
Urban,Mid,OBC,702.9900611603857,1,1
Urban,Mid,OBC,629.0082022284296,1,0
Urban,Mid,OBC,716.0395273091484,1,1
Urban,Low,SC,491.99368497821376,0,0
Urban,Low,OBC,599.4525221207274,0,0
Urban,Mid,ST,581.2728594970212,0,0
Rural,Low,OBC,606.0613743457394,0,0
Urban,Low,OBC,684.9756334659978,1,1
Urban,Low,SC,626.707018232584,1,1
Rural,Low,OBC,654.155484618675,0,0
Urban,Mid,OBC,584.9507369034895,0,0
Rural,Mid,OBC,730.4979246614394,1,1
Urban,Low,ST,581.5447583687591,0,0
Rural,Low,General,704.4231077629642,0,0
Urban,Low,General,580.9904829549832,0,0
Urban,High,OBC,668.4442573918158,1,1
Urban,High,OBC,657.5110506512401,1,1
Urban,Mid,OBC,715.8845701717396,1,1
Urban,Low,OBC,654.1381889026767,1,1
Urban,Mid,OBC,652.8719054140288,1,1
Urban,Mid,General,596.3300202039841,0,0
Urban,Mid,General,700.4565169212877,1,1
Urban,Mid,ST,635.2649512311864,1,0
Rural,Low,SC,653.9751077819686,0,0
Urban,Low,General,632.2354944776026,1,1
Urban,Mid,SC,646.7115074562764,1,1
Urban,Mid,OBC,674.791649109982,1,1
Urban,High,SC,683.9076813366706,1,1
Urban,Mid,OBC,684.7459472307515,1,1
Urban,Mid,SC,759.6750741922017,1,1
Rural,Low,SC,764.4502024597256,1,1
Rural,Low,ST,748.0215652322709,1,1
Urban,Low,ST,695.0471971356521,1,1
Rural,Low,SC,572.5637527702977,0,0
Urban,Low,SC,643.5250886656353,1,1
Urban,High,SC,654.3073816610022,1,1
Urban,Mid,ST,633.2213966470109,1,1
Urban,High,General,582.8750934753482,0,0
Rural,Mid,ST,573.7456190242675,0,0
Urban,Mid,ST,734.3261235843389,1,1
Urban,Mid,General,592.6738260092704,0,0
Urban,Mid,ST,705.0930145660059,1,1
Urban,Mid,ST,573.0088761664044,0,0
Urban,Mid,OBC,685.2428651614579,1,1
Urban,Low,OBC,785.2951072593116,1,1
Urban,Mid,SC,643.1969101259796,1,0
Rural,High,OBC,709.4581104512147,1,1
Urban,Mid,General,804.8782173170628,1,1
Rural,Mid,General,750.98715157771,1,1
Urban,Mid,General,690.5434725247344,1,1
Urban,Low,SC,615.339611609699,0,0
Urban,Low,ST,558.6577235047215,0,0
Urban,Mid,OBC,649.9128477626776,1,1
Urban,High,OBC,664.8777897707191,1,1
Urban,High,OBC,646.4802213264065,1,1
Rural,Low,ST,632.7893682143446,0,0
Urban,Low,SC,631.8006408247752,1,1
Urban,Low,General,648.7036588179215,1,1
Urban,Mid,SC,707.4376009647815,1,1
Rural,Low,OBC,736.3699787319645,1,1
Urban,Mid,OBC,596.2325682509945,0,0
Urban,Mid,OBC,664.717158778074,1,1
Urban,Mid,General,842.9612122411658,1,1
Rural,Mid,General,611.5574914600413,0,0
Rural,Low,General,546.3885026709268,0,0
Rural,Low,ST,571.1233349332881,0,0
Rural,Mid,ST,608.5476682891003,0,0
Urban,Low,OBC,658.085132156999,1,1
Rural,Mid,General,677.9297909069749,1,0
Urban,High,OBC,639.9507016332599,1,1
Urban,Mid,ST,606.7663057035081,0,0
Urban,Low,ST,749.4711103607978,1,1
Rural,High,ST,724.8317494504786,1,1
Urban,Mid,SC,617.6179877078777,0,0
Urban,Low,OBC,611.2918909419872,0,0
Rural,Low,General,654.6640028356652,0,0
Urban,High,ST,645.4672010879873,1,1
Urban,Mid,SC,666.6532227223199,1,1
Rural,High,ST,647.7639760843223,0,0
Urban,Mid,OBC,566.555653177625,0,0
Rural,Mid,General,754.3528372257371,1,1
Rural,Low,ST,582.0499670845917,0,0
Rural,High,OBC,695.6944441137205,1,0
Urban,Mid,SC,758.4037405854932,1,1
Urban,Low,ST,750.4226730085361,1,1
Urban,Mid,General,706.9721313625244,1,1
Urban,Low,General,712.2394170291999,1,1
Urban,Mid,General,635.1388149141136,1,0
Rural,High,OBC,594.4839253651479,0,0
Urban,Low,General,568.2923457330943,0,0
Urban,Mid,SC,686.4578116479138,1,1
Urban,Mid,ST,702.2928065357172,1,1
Rural,Mid,SC,645.7235227460059,0,0
Rural,Mid,ST,534.2452195318924,0,0
Urban,Mid,ST,768.242215355113,1,1
Urban,Low,OBC,635.9540693343524,1,1
Urban,Mid,OBC,659.9323483900744,1,1
Urban,Mid,ST,682.5059282297834,1,0
Rural,Low,ST,668.6186767505013,0,0
Urban,Mid,General,646.8608002408976,1,1
Urban,Low,ST,618.4970002734791,0,1
Rural,Mid,General,702.1349993596339,1,1
Urban,High,General,501.0265818646046,0,0
Urban,Mid,General,647.8867946281143,1,0
Rural,Low,SC,617.2850926285116,0,0
Rural,Low,General,580.4442676749442,0,0
Rural,Low,SC,582.320729361828,0,0
Urban,High,ST,620.2518520896111,1,0
Urban,High,SC,630.4825963153093,1,1
Rural,Mid,ST,549.0012548447473,0,0
Rural,Mid,OBC,595.5521883619305,0,0
Urban,High,SC,468.94140922227535,0,0
Rural,Low,SC,596.8609049116978,0,0
Urban,High,ST,652.3619320970466,1,1
Urban,Mid,ST,680.9888029811653,1,1
Urban,High,SC,682.1256601894515,1,1
Urban,Mid,SC,650.7801245103612,1,1
Urban,Low,General,720.7022067082047,1,1
Rural,Mid,General,781.4198712194575,1,1
Urban,Mid,SC,731.1090828753478,1,1
Urban,High,SC,616.2842080959402,0,0
Urban,Low,OBC,681.0720184506996,1,1
Rural,Low,General,701.501059747326,0,1
Rural,Mid,OBC,662.600242334032,0,0
Urban,Mid,OBC,634.4679464835112,1,0
Urban,Mid,General,539.2831576379772,0,0
Urban,High,ST,643.1996731630032,1,1
Urban,Low,ST,733.3970256168395,1,1
Urban,Mid,OBC,728.0295458411687,1,1
Urban,Mid,General,692.801816921444,1,1
Urban,High,ST,629.8290940768943,1,0
Urban,Low,ST,565.9238900811608,0,0
Urban,Mid,OBC,684.8982584340104,1,1
Urban,High,OBC,611.9324952992828,0,1
Urban,High,OBC,508.53021323151086,0,0
Rural,Low,OBC,598.9346910519324,0,0
Urban,Low,SC,698.7950293042109,1,1
Urban,Low,OBC,645.4272047840681,1,0
Urban,Mid,General,638.3881811043562,1,1
Urban,Mid,General,751.8971710655405,1,1
Rural,Mid,SC,560.41557863722,0,0
Rural,Low,OBC,558.0769166296415,0,0
Rural,Low,ST,684.0434390925833,0,0
Urban,Mid,General,786.2010016711197,1,1
Urban,High,OBC,595.1596980890301,0,0
Urban,Low,ST,655.1104804808887,1,1
Rural,High,SC,572.8521586556175,0,0
Urban,Low,OBC,792.7984783726919,1,1
Urban,Mid,ST,602.7408685273584,0,1
Urban,High,General,617.0699651975833,0,0
Rural,Mid,ST,595.0535313286961,0,0
Rural,Low,OBC,586.1478379694829,0,0
Urban,Low,General,720.2777393941278,1,1
Urban,Mid,General,673.5205591158053,1,1
Urban,High,SC,802.5546856702321,1,1
Urban,Low,ST,606.8514971272687,0,0
Urban,Low,ST,752.7375161294256,1,1
Urban,Low,General,680.653405388447,1,1
Rural,Mid,ST,642.8005913935614,0,0
Urban,Low,ST,628.7030324517589,1,1
Rural,Low,ST,549.5193590419829,0,0
Urban,Mid,OBC,643.4456889126512,1,0
Urban,Low,OBC,591.0035918369048,0,0
Urban,High,OBC,601.2230122058785,0,0
Rural,Low,ST,599.0253498763396,0,0
Urban,Low,OBC,548.7116097859605,0,0
Urban,High,OBC,587.2933103180522,0,0
Rural,Mid,ST,664.4449554509014,0,1
Rural,Mid,ST,603.9037046283818,0,0
Rural,Low,General,648.893396448633,0,0
Urban,Mid,SC,654.8095014563456,1,1
Rural,Mid,ST,644.836739292126,0,0
Urban,Low,SC,687.91892417317,1,1
Urban,Mid,OBC,749.9299378911068,1,1
Urban,High,OBC,697.8075803141257,1,1
Urban,Mid,ST,631.9919493149748,1,1
Rural,High,ST,601.7711126655989,0,0
Urban,High,ST,641.5280067360183,1,1
Urban,Mid,General,748.384586377822,1,1
Rural,Low,SC,680.2987021475342,0,1
Urban,Low,ST,476.9390799565604,0,0
Urban,Low,General,568.4431576314361,0,0
Rural,Mid,OBC,632.6492762014344,0,0
Urban,Mid,OBC,631.1067316302467,1,0
Urban,High,General,725.9862833449943,1,1
Rural,Mid,ST,819.5656981593314,1,1
Urban,Mid,SC,543.1369837740802,0,0
Urban,High,SC,738.9992538649709,1,1
Urban,High,SC,717.3610999336368,1,1
Urban,Mid,General,639.7474127025995,1,1
Rural,Low,OBC,554.6470495207118,0,0
Rural,Mid,OBC,490.84380956138534,0,0
Rural,Low,ST,691.1316109048959,0,1
Rural,High,General,632.9762594966902,0,0
Urban,Low,General,735.7015963600114,1,1
Urban,Mid,OBC,722.5949417974155,1,1
Rural,Low,SC,619.6912632126057,0,0
Urban,Low,SC,744.7706914414603,1,1
Urban,Mid,OBC,617.5031975966444,0,1
Urban,Mid,SC,599.8881665817696,0,0
Rural,Mid,SC,648.3406928884424,0,1
Urban,High,OBC,622.1415743310528,1,1
Urban,High,OBC,678.8458257115548,1,1
Urban,Mid,SC,632.2943490827389,1,1
Urban,Low,SC,624.7311992235684,1,1
Urban,Low,OBC,592.1986881122256,0,0
Urban,Low,OBC,717.3431118970406,1,1
Urban,High,General,703.699707501603,1,1
Urban,High,OBC,607.8007231682218,0,0
Rural,Mid,SC,652.845195544118,0,0
Urban,Low,SC,706.9316717380285,1,1
Rural,Low,OBC,671.641885073367,0,1
Urban,Low,General,767.9317083013214,1,1
Urban,Low,OBC,629.478341651147,1,1
Rural,Mid,General,625.4906413984424,0,0
Rural,High,ST,801.4100416437891,1,1
Urban,High,SC,651.2049817134645,1,1
Urban,Mid,SC,657.8563426767604,1,1
Urban,Low,General,677.8230127410708,1,1
Urban,Mid,ST,708.8660789012072,1,1
Rural,Mid,General,639.6542233310211,0,0
Urban,Low,OBC,773.7460394669567,1,1
Urban,Mid,SC,721.8020157754904,1,1
Urban,Mid,SC,596.7864072802463,0,0
Urban,Mid,ST,599.5304137557058,0,1
Urban,Mid,OBC,611.6417692342235,0,0
Urban,High,OBC,694.2571887027918,1,1
Urban,Low,ST,696.0700926480009,1,1
Rural,Low,General,571.4324544633034,0,0
Urban,High,OBC,679.7907601369409,1,1
Urban,High,OBC,652.8813534831119,1,1
Urban,Low,General,616.3679290087841,0,0
Urban,Low,SC,700.2338767849094,1,1
Rural,Mid,General,710.2094261071504,1,1
Rural,Low,ST,613.3585997067814,0,0
Rural,Low,SC,605.826142881504,0,0
Urban,High,SC,618.9101763244109,0,0
Urban,High,ST,590.1454112122,0,0
Urban,Low,ST,624.7965446110207,1,1
Urban,Mid,SC,608.79755315306,0,0
Urban,Mid,SC,680.8373059833292,1,1
Urban,Mid,SC,588.315462088572,0,0
Urban,High,General,680.862197351015,1,1
Urban,Low,OBC,601.406932438243,0,1
Rural,Mid,ST,631.4116541222554,0,0
Urban,High,SC,662.6938954309833,1,1
Urban,Low,ST,587.113998725223,0,0
Rural,High,SC,643.9163793126021,0,0
Urban,Mid,SC,654.8414680133263,1,0
Urban,High,ST,591.866041861028,0,0
Rural,Low,SC,672.2820501139937,0,0
Urban,Low,General,675.9556184157124,1,1
Urban,High,ST,717.8614267665672,1,1
Rural,Low,SC,613.209604531565,0,0
Urban,High,SC,628.3939519871851,1,0
Rural,Low,ST,585.282102051413,0,0
Urban,Mid,ST,718.6959153725436,1,1
Urban,Low,SC,744.0677465223384,1,1
Urban,Mid,ST,681.999827380143,1,1
Urban,Mid,General,606.4654021308098,0,0
Urban,Mid,ST,726.5251426200728,1,1
Urban,Mid,General,678.8275493576218,1,1
Urban,Low,OBC,760.717672937031,1,1
Urban,Low,OBC,679.546157340107,1,1
Rural,Low,ST,638.1367886119142,0,0
Urban,Low,General,684.6370685234608,1,1
Rural,High,OBC,759.9121261194772,1,1
Rural,High,ST,634.2050068579113,0,0
Urban,Mid,OBC,616.484392477326,0,1
Rural,Mid,SC,593.296591924853,0,0
Urban,Low,General,691.9050721326689,1,1
Urban,Mid,ST,799.9965148288368,1,1
Urban,Mid,General,632.7445559303179,1,1
Rural,Mid,OBC,684.9676015651152,1,1
Urban,Mid,SC,660.1631383334949,1,1
Rural,Mid,ST,585.1829813627727,0,0
Urban,Mid,General,796.624477218126,1,1
Urban,High,General,841.7662402361527,1,1
Urban,Low,OBC,819.4855222167524,1,1
Rural,High,ST,612.1551339442962,0,0
Urban,High,ST,591.8175888800196,0,0
Urban,Low,SC,500.2147474346194,0,0
Urban,Mid,OBC,655.0321146351052,1,1
Urban,Mid,SC,672.3228681148665,1,1
Rural,Low,SC,723.0519615656351,1,0
Urban,Mid,General,767.889904095146,1,1
Rural,Mid,OBC,673.482473067879,0,1
Rural,Low,General,713.5906652954419,0,1
Rural,Mid,SC,566.3609290734206,0,0
Urban,Mid,SC,743.1554308661339,1,1
Urban,Mid,SC,687.1046586493001,1,1
Rural,High,SC,724.963921200459,1,1
Urban,Mid,OBC,682.9381324763044,1,1
Rural,Mid,SC,668.7226072653991,0,0
Urban,Low,General,677.1391005193685,1,1
Rural,Low,SC,520.0928193057171,0,0
Urban,Mid,General,590.9800699698746,0,0
Urban,Mid,OBC,632.4190535594914,1,0
Urban,High,OBC,721.8778410910593,1,1
Urban,Mid,General,756.1883335640119,1,1
Rural,Mid,OBC,760.3609511157531,1,1
Urban,High,OBC,625.2821167924493,1,1
Urban,Mid,SC,711.2282832279752,1,1
Rural,Mid,ST,605.6304107134774,0,0
Rural,Low,SC,637.410511036822,0,0
Urban,Mid,ST,674.2142607864162,1,1
Rural,Low,ST,715.3486424780984,1,0
Urban,Low,ST,716.3713995438088,1,1
Rural,Mid,General,691.4731204963596,1,0
Rural,Mid,SC,688.1625646801394,1,1
Rural,Mid,ST,760.5669849665634,1,1
Urban,Mid,ST,633.566970945347,1,0
Urban,High,SC,612.238583129133,0,0
Urban,High,ST,569.0686400406815,0,0
Urban,Mid,SC,861.183500471375,1,1
Rural,Mid,General,642.4463991665191,0,0
Rural,High,General,611.8883848264106,0,0
Rural,Mid,General,625.8480800168229,0,0
Rural,High,ST,687.6543167809784,1,0
Urban,Mid,General,542.003837012372,0,0
Rural,Low,OBC,567.7078328476599,0,0
Urban,Low,OBC,639.3989315987343,1,0
Urban,Mid,SC,578.4630416054299,0,0
Urban,Mid,General,577.123151750207,0,0
Rural,Low,SC,754.2984422462424,1,1
Urban,Low,OBC,732.4512875293119,1,1
Urban,Low,ST,586.5549167033951,0,0
Urban,Mid,OBC,753.5575732440452,1,1
Urban,Mid,OBC,712.3288763211182,1,1
Urban,High,OBC,629.6301092624941,1,1
Urban,Mid,SC,679.4000293950673,1,1
Urban,Mid,SC,593.4749094498334,0,0
Urban,High,ST,649.631225470584,1,1
Urban,High,ST,754.1164325316639,1,1
Rural,Low,ST,761.102851111936,1,1
Urban,Low,OBC,540.9902550797073,0,0
Urban,High,OBC,593.8191658247017,0,1
Urban,Mid,SC,698.9417642973202,1,1
Rural,Low,General,634.4943179561975,0,0
Urban,Mid,OBC,657.6385973846317,1,1
Rural,Mid,SC,764.4988348656584,1,1
Urban,Mid,General,633.5837439349898,1,0
Urban,High,General,642.6802695068011,1,1
Rural,Mid,ST,669.7109277271495,0,0
Urban,Low,OBC,635.3844336699788,1,1
Urban,Mid,General,663.6289656105965,1,1
Rural,Mid,SC,732.7354827837746,1,1
Rural,Low,SC,713.8200951506553,0,0
Urban,Low,OBC,642.2525484489679,1,1
Urban,Mid,SC,627.8584702175684,1,0
Rural,Mid,ST,690.0317952728697,1,0
Urban,Low,OBC,717.9782560688665,1,1
Rural,Low,SC,700.6864381321682,0,0
Urban,Mid,OBC,687.6954978710625,1,1
Urban,Mid,General,595.7167451458414,0,0
Urban,Mid,SC,693.1904518939621,1,1
Urban,Low,SC,537.4810783898008,0,0
Urban,Mid,OBC,690.9988994729464,1,1
Rural,High,General,598.6708996526601,0,0
Urban,Low,OBC,674.2957446104454,1,1
Rural,Low,OBC,576.6272385194562,0,0
Rural,Low,SC,664.4489821309584,0,0
Rural,Low,ST,691.0985628846854,0,0
Urban,Mid,SC,542.0263885775183,0,0
Urban,Mid,SC,592.8288239294685,0,0
Urban,Low,General,552.664861366366,0,0
Urban,Low,ST,645.4633187196114,1,1
Rural,High,OBC,667.7623889552448,0,0
Rural,Mid,General,587.9151541032168,0,0
Urban,Mid,General,798.6756272336132,1,1
Urban,Low,SC,719.7813631945241,1,1
Rural,Low,ST,687.8509957231823,0,0
Rural,Mid,ST,689.3368575366661,1,0
Urban,Mid,General,698.2869546628857,1,1
Urban,Mid,ST,761.9710137246766,1,1
Rural,Mid,OBC,605.8582534733451,0,0
Urban,Low,OBC,757.0847287805137,1,1
Urban,Low,OBC,633.4436390032547,1,0
Urban,Low,OBC,733.4129466091683,1,1
Urban,High,ST,642.67576298958,1,1
Rural,High,OBC,662.0208840434312,0,0
Urban,High,General,621.9270565685696,1,0
Urban,High,SC,610.8872449058696,0,0
Urban,Low,OBC,584.0812368651495,0,0
Rural,Low,SC,668.439600176058,0,0
Urban,High,ST,644.5120130617291,1,0
Urban,Mid,SC,608.5650233165954,0,0
Urban,Low,ST,579.9617070031497,0,0
Rural,Mid,General,708.7248075543216,1,0
Urban,Mid,General,604.198669152402,0,1
Urban,Low,SC,672.6094733509416,1,1
Rural,High,SC,719.1756282668019,1,1
Urban,Low,SC,568.2046359075174,0,0
Urban,Mid,SC,644.2751363266057,1,1
Urban,Low,OBC,730.8968364422394,1,1
Urban,Mid,ST,639.8055519625607,1,0
Urban,Low,ST,772.8531250801402,1,1
Rural,Mid,General,606.6463258562513,0,0
Urban,Low,SC,743.9735950796922,1,1
Urban,Mid,ST,686.1243066259048,1,1
Rural,Low,General,656.7576621659136,0,0
Urban,Mid,ST,763.1112975537965,1,1
Urban,Low,ST,592.9738873856519,0,0
Urban,Mid,SC,617.3507165108792,0,0
Urban,Mid,SC,685.3327667705081,1,1
Rural,Low,ST,550.1653010956916,0,0
Rural,High,OBC,663.3536767139187,0,0
Urban,Mid,OBC,628.189793747572,1,1
Urban,Mid,General,727.3978576988491,1,1
Urban,High,ST,646.2530808858738,1,1
Rural,Mid,ST,652.3940564328304,0,0
Rural,Mid,OBC,723.5607866324182,1,1
Urban,High,General,679.9435098952308,1,1
Urban,High,General,662.288290654044,1,1
Urban,High,OBC,703.5180003027286,1,1
Urban,High,ST,598.3161768426825,0,0
Urban,Low,ST,644.2014940260333,1,1
Urban,Mid,SC,695.2182415935457,1,1
Urban,Low,ST,555.9354421426858,0,0
Urban,High,ST,701.1531332754922,1,1
Urban,Mid,OBC,712.2946764348693,1,1
Urban,Mid,ST,708.4827507177993,1,1
Rural,Low,ST,763.8983031711828,1,1
Urban,High,General,636.9927935415272,1,1
Rural,Mid,ST,737.5340958897968,1,1
Urban,Low,OBC,747.2785142133796,1,1
Rural,Mid,General,545.4385229059401,0,0
Rural,Low,ST,627.1305895088208,0,0
Urban,Low,General,642.8190549714565,1,1
Urban,High,ST,656.7821483788695,1,1
Urban,Mid,General,605.7283755002622,0,1
Rural,Low,SC,514.4160302388564,0,0
Urban,Mid,SC,758.1054494827993,1,1
Urban,High,OBC,668.5894520183216,1,1
Rural,High,OBC,645.0531757481483,0,0
Rural,Low,OBC,723.8834337764698,1,1
Urban,Mid,OBC,811.9361682273262,1,1
Urban,High,General,741.9619294127409,1,1
Rural,Low,OBC,623.5379759790487,0,0
Urban,Mid,ST,558.5423124017367,0,0
Urban,Mid,ST,715.0705043665478,1,1
Rural,Mid,General,794.3087246552639,1,1
Urban,Mid,ST,688.4180957874702,1,1
Rural,High,OBC,705.9482843107829,1,1
Rural,Mid,General,598.8959914447961,0,0
Urban,Mid,General,610.6410144598539,0,0
Urban,High,General,568.044486135165,0,0
Rural,Mid,General,662.4126706614818,0,0
Rural,Mid,OBC,514.759390555942,0,0
Urban,Mid,ST,653.9753162198787,1,1
Rural,Mid,OBC,587.5544424638978,0,0
Urban,Low,SC,641.5088211231939,1,1
Urban,Low,ST,497.5567460551412,0,0
Urban,High,ST,591.5336133225326,0,0
Rural,Mid,OBC,637.8506941279115,0,0
Urban,Low,ST,683.8415790514805,1,1
Urban,Mid,ST,700.3984134579247,1,1
Urban,Low,OBC,690.6484042148693,1,1
Rural,Mid,OBC,686.7609930809119,1,1
Urban,High,OBC,665.9083103579677,1,0
Urban,High,SC,637.3134907129361,1,1
Urban,Low,OBC,528.1490919469996,0,0
Urban,Mid,OBC,645.851052402755,1,1
Urban,Low,SC,702.4509821327317,1,1
Urban,Low,General,697.4058237194404,1,1
Urban,Mid,General,680.9588914009161,1,1
Urban,Mid,ST,659.2271060054779,1,1
Urban,Low,General,654.6963196520893,1,0
Urban,Low,General,685.7430493104016,1,1
Urban,Mid,ST,561.2426404736744,0,0
Urban,Low,OBC,700.899800142682,1,1
Rural,Low,ST,694.4189714992418,0,1
Rural,High,General,642.3119349685418,0,0
Urban,Mid,SC,446.63830897034654,0,0
Urban,Low,OBC,758.2439488083326,1,1
Rural,High,General,682.5076081211225,1,0
Urban,High,OBC,697.6454499110431,1,1
Urban,Low,ST,728.2800017228335,1,1
Urban,Mid,General,582.7783967010432,0,0
Urban,Mid,General,634.1382223345978,1,1
Urban,Mid,General,662.1992714089392,1,1
Urban,Mid,SC,679.2914766756833,1,1
Rural,Mid,OBC,731.5693478659233,1,1
Urban,Low,OBC,640.4027367307707,1,1
Urban,Low,OBC,583.2993741908031,0,1
Urban,Mid,General,690.6481181871195,1,1
Urban,Mid,ST,619.4665628195321,0,1
Urban,Mid,ST,645.0940287651238,1,1
Urban,Low,General,694.32753412791,1,1
Urban,Mid,ST,622.9920978234782,1,0
Urban,Mid,General,597.6101520942656,0,0
Urban,Mid,General,620.4397274151432,1,0
Rural,Mid,General,778.2974469383996,1,1
Rural,Mid,SC,659.6704959405864,0,0
Rural,Low,ST,696.8776433783815,0,0
Rural,Mid,ST,767.6446482867995,1,1
Rural,Mid,General,669.4520141150391,0,1
Urban,Mid,SC,715.4777061155695,1,1
Urban,Mid,OBC,726.2976982338035,1,1
Urban,Low,OBC,628.962062050116,1,1
Rural,High,General,731.5612201253383,1,1
Rural,Mid,SC,759.638310601361,1,1
Urban,Mid,OBC,509.5730050937116,0,0
Rural,Low,ST,625.8489656340975,0,0
Urban,Low,General,671.431469350059,1,1
Urban,High,ST,632.3718544634099,1,1
Urban,Low,SC,643.3624752321489,1,0
Urban,High,General,660.2419039566182,1,1
Urban,High,ST,691.6230946918093,1,1
Urban,Mid,ST,498.867371892395,0,0
Urban,Low,OBC,684.1339782136431,1,1
Rural,Mid,General,686.8151610445639,1,1
Rural,Mid,General,789.2109131661127,1,1
Urban,Mid,General,810.5549653372018,1,1
Urban,Mid,SC,631.5934652315071,1,1
Urban,Mid,General,641.1396201059893,1,1
Urban,Mid,General,823.3032443683346,1,1
Urban,Mid,ST,532.1633581402293,0,0
Urban,High,OBC,664.051325748508,1,1
Rural,Low,ST,639.1301210633031,0,0
Urban,Low,SC,682.7136594027224,1,1
Urban,Low,SC,662.2284735286471,1,1
Urban,High,SC,637.2015733522686,1,1
Rural,Low,OBC,527.3959204214266,0,0
Rural,Mid,OBC,653.1418539036673,0,1
Urban,Mid,SC,625.397562315686,1,1
Rural,Low,ST,714.3206354565287,0,1
Urban,Mid,OBC,534.8904422074454,0,0
Urban,Mid,OBC,672.8973740130926,1,1
Urban,High,ST,747.6934819769268,1,1
Urban,High,OBC,679.1781915066111,1,1
Rural,Mid,ST,610.3787105317267,0,0
Urban,Mid,ST,650.1793095810497,1,1
Rural,Mid,OBC,601.0968791187679,0,0
Rural,Low,SC,660.8039519128478,0,0
Urban,High,General,661.6958959176231,1,0
Rural,High,ST,585.2819130188884,0,0
Urban,Mid,SC,531.232489962326,0,0
Urban,Mid,OBC,717.5436093209709,1,1
Urban,Mid,OBC,702.891648382678,1,1
Urban,High,General,706.2971108559203,1,1
Rural,Mid,SC,583.8580541675586,0,0
Rural,Mid,OBC,572.8809601809216,0,0
Urban,High,ST,606.8716669590463,0,0
Urban,Low,OBC,675.6353337851732,1,1
Urban,Low,General,651.0490710878867,1,1
Rural,Low,ST,624.4753847953648,0,0
Rural,Low,OBC,725.286207778894,1,0
Urban,Mid,ST,543.091752039902,0,0
Urban,Mid,OBC,599.2025762336328,0,0
Rural,Mid,SC,677.392686101087,1,0
Urban,High,SC,700.8479896034778,1,1
Urban,Mid,ST,723.6756017162215,1,1
Urban,Mid,SC,645.6818912520355,1,0
Rural,High,SC,641.0750172878078,0,0
Urban,Mid,ST,578.3864504543418,0,0
Urban,Low,OBC,617.4397408743407,0,0
Rural,Low,SC,617.4687764192954,0,0
Rural,Low,SC,707.9347301622959,0,0
Rural,High,OBC,604.9380017327095,0,0
Urban,Low,General,729.7456109824979,1,1
Rural,Mid,SC,572.9577891948586,0,0
Urban,Mid,SC,615.0627037453237,0,1
Urban,Low,General,653.4269556267091,1,1
